,year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypcm,linecm,detailcm
86512,2010,40,3859,2202010,300,1,O,P,1,ASSAULT,10,P,Y,Y,Y,ASSAULT,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,41,41,N,N, , ,M,Q,8281988,21,5,9,140,BK,BR,T, ,L, , , , , ,EAST 145 STREET,TIMPSON PLACE, ,BRONX, , ,40,B,16, ,1010161,234305,CM,1,9
109534,2010,103,3470,3052010,2114,1,O,P,1,FELONY,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,178,103,N,Y, , ,M,B,10111991,18,5,7,155,BK,BR,M, ,L, , ,SIDEWALK,107-43,GUY R BREWER, , , ,QUEENS, , ,103, , , , , ,CM,1,20
373675,2010,10,1711,8062010,2358,1,O,H,10,MISD,7,P,Y,Y,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,10,10,N,N,V,S,M,B,12311900,23,6,2,180,BK,BR,M, ,L, , ,VESTIBULE AREA,400,WEST 17 STREE,FULTON HOUSES WEST,9 AVENUE, ,MANHATTAN, , ,10,C, , ,983030,209985,CM,1,31
161656,2010,110,5274,4082010,442,A,O,P,1,FEL,10,V,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,110,110,N,N, , ,M,Q,5261986,23,5,10,175,BR,BR,T, ,L, , ,STREET, , ,ROOSEVELT AVENUE,78 STREET, ,QUEENS, , ,110,A, , ,1015343,211532,CM,1,14
370786,2010,75,17486,8052010,305,A,O,P,2,GLA,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,75,75,Y,N, , ,M,B,12311900,38,5,7,190,BK,BR,M, ,L, , ,STREET, , ,VAN SIDERIN AVENUE,DUMONT AVENUE, ,BROOKLYN, , ,75,E, , ,1011756,181695,CM,1,46
294132,2010,114,5546,6152010,115,1,O,P,2,CPW,3,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,114,114,N,N, , ,M,Q,11251985,25,5,6,200,BK,BR,M, ,L, , ,STREET, , ,31 STREET,35 AVENUE, ,QUEENS, , ,114,E, , ,1004058,215491,CM,1,20
388216,2010,88,4634,8172010,1325,1,O,H,1,MISD,5,V,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,88,88,Y,N,V,S,M,B,10031982,27,6,0,200,BK,BR,M, ,L, , ,SIDEWALK,135,WASHINGTON WA,MYRTLE AVENUE,PARK AVENUE, ,BROOKLYN, , ,88,J, , ,991364,192001,CM,1,20
133270,2010,45,809,3202010,2130,A,O,P,1,FEL,10,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,45,45,Y,N,V,S,M,W,10081993,16,5,6,185,BR,BR,T, ,L, , ,STREET, , ,AMPERE AVENUE,STADIUM AVENUE, ,BRONX, , ,45,F, , ,1033987,247628,CM,1,9
27421,2010,77,725,1172010,210,A,O,P,1,ASSAULT,5,P,Y,N,Y,120.00,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,77,77,N,N,V,S,M,B,4041988,21,5,9,160,BK,BR,T, ,L, , ,STREET, , ,PARK PLACE,SCHENECTADY AVENUE, ,BROOKLYN, , ,77,I,5, ,1002682,184299,CM,1,9
170745,2010,30,1418,4122010,2125,1,O,P,1,MISD/ASSAULT,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,30,N,N, , ,M,Q,8161966,43,5,8,200,BR,BR,M, ,L, , ,SIDEWALK,629,WEST 138 STRE,RIVERSIDE DRIVE,BROADWAY, ,MANHATTAN, , ,30,A, , ,996873,238877,CM,1,9
98692,2010,101,1734,2272010,1810,A,O,P,1,ASSAULT,10,O,Y,Y,N, ,Y,DIS  CON,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,101,101,Y,N, , ,M,B,12161982,27,5,9,160,BK,BR,T, ,L, , ,SIDE WALK,611,BEACH 20 STRE,CORNAGA AVENUE,NEW HAVEN AVENUE, ,QUEENS, , ,101,D, ,5,1052644,158314,CM,1,9
443668,2010,44,8559,9222010,2200,A,O,P,1,MISD,5,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,173,173,Y,N, , ,M,P,12311900,20,5,8,175,BK,BR,M, ,L, , , ,1269,SHERIDAN AVEN,EAST 169 STREET,EAST 168 STREET, ,BRONX, , ,44,I, ,  38,1007731,243747,CM,1,9
132602,2010,75,5132,3202010,1339,A,I,P,1,CRIMINAL TRESPASS,2,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,75,75,N,N, , ,M,B,11061986,23,5,9,160,BK,BR,T, ,L, , ,LOBBY,2678,LINDEN BOULEV,ELDERTS LANE,AUTUMN AVENUE, ,BROOKLYN, , ,75,M, , ,1021663,183083,CM,1,31
33140,2010,60,588,1202010,1755,1,I,H,1,CPW   MISD   PSA #0461,5,P,Y,N,Y,DISCON,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,801,801,Y,N, , ,M,B,1241977,32,5,11,190,BK,BK,T, ,L, , ,LOBBY,2249,STILLWELL AVE,AVENUE W,AVENUE V, ,BROOKLYN, , ,60,I, , ,988589,155049,CM,1,20
547076,2010,77,10433,11202010,2030,A,O,P,3,ROB,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,77,77,Y,N,V,S,M,B,10231989,21,5,7,170,BK,BR,M, ,L, , ,RESIDENTIAL, , ,DEAN STREET,FRANKLIN AVENUE, ,BROOKLYN, , ,77,D,15, ,996600,186139,CM,1,85
154364,2010,122,1741,4032010,1610,1,O,P,1,MAKING GRAFFITI,20,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,122,122,Y,N, , ,M,W,10211990,19,5,5,130,BR,HA,T, ,L, , ,STREET, , ,STOBE AVENUE,RICHMOND ROAD, ,STATEN IS, , ,122,F, , ,955211,152972,CM,1,59
591222,2010,33,4486,12202010,2149,A,O,P,1,CPW,60,P,Y,N,Y,CPW,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,182,182,N,N, , ,M,Q,10091963,47,5,8,190,BK,BR,M, ,L, , ,SIDEWALK,521,WEST 161 STRE,BROADWAY,AMSTERDAM AVENUE, ,MANHATTAN, , ,33,A,4, ,1000565,243757,CM,1,20
100431,2010,81,2126,2282010,1705,1,O,P,1,CRIMINAL  MISCHIEF,5,P,Y,N,Y,240.20,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,81,81,N,N, , ,M,B,12041985,24,5,10,160,BK,BR,M, ,L, , , ,997,DE KALB AVENU,STUYVESANT AVENUE,LEWIS AVENUE, ,BROOKLYN, , ,81,B,2, ,1002096,191831,CM,1,23
581405,2010,32,10423,12132010,1735,A,O,P,1,FEL,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,32,32,N,N, , ,M,B,12311900,17,6,1,150,BK,BR,T, ,L, , ,STORE, , ,LENOX AVENUE,WEST 137 STREET, ,MANHATTAN, , ,32,D,8, ,1000883,236356,CM,1,85
552759,2010,41,7102,11242010,1200,A,O,P,12,CPSP RE CAR BREAKINGS,2,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,41,41,Y,N, , ,Z,Z,8201960,50,5,6,165,BK,BR,M, ,L, , ,SIDEWALK,906,SIMPSON STREE,EAST 163 STREET,BARRETTO STREET, ,BRONX, , ,41,G,7,10,1013695,238085,CM,1,19
2101,2010,49,671,1022010,1901,A,O,P,1,CPW,5,P,Y,N,Y,CRIM POS,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,49,49,Y,N, , ,M,A,12201979,30,5,8,200,BK,BR,M, ,L, , ,PUBLIC SIDEWALK,2704,WALLACE AVENU,ARNOW AVENUE,ALLERTON AVENUE, ,BRONX, , ,49,H,13, ,1021745,254768,CM,1,20
549527,2010,18,2839,11222010,1502,1,I,T,3,MISD,2,V,Y,N,N, ,N, ,0,0,N,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,860,860,N,N,V,S,M,B,12311900,45,6,0,160,BK,BR,T, ,L, , ,BOOTH N- 501K, , ,AVENUE OF THE AMERICAS,WEST 47 STREET, ,MANHATTAN, , ,18,D, , ,989294,215445,CM,1,23
440059,2010,102,6422,9202010,1235,A,O,P,1,GRAFFITI,2,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,102,102,N,N, , ,M,Q,10111993,16,5,9,160,BK,BR,T, ,L, , ,PARK, , ,MYRTLE AVENUE,PARK LANE SOUTH, ,QUEENS, , ,102,G, , ,1028181,194746,CM,1,59
487210,2010,112,2520,10182010,1630,A,O,P,5,ROBBERY,5,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,112,112,N,N, , ,F,Q,1111996,14,5,3,160,BK,BR,M, ,L, , ,TRAIN STATION, , ,QUEENS BOULEVARD,63 ROAD, ,QUEENS, , ,112,D,15, ,1022399,205315,CM,1,85
256826,2010,113,4883,5242010,710,A,I,P,5,BURGLARY,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,113,113,N,N, , ,F,B,11121972,57,5,6,150,BK,BR,T, ,L, , ,FAST-FOOD STORE,152-12,ROCKAWAY BOUL,132 AVENUE,BAISLEY BOULEVARD, ,QUEENS, , ,113,B, , ,1043728,184270,CM,1, 14
344645,2010,75,15339,7162010,1139,A,O,P,1,ROBBERY,5,P,Y,N,N, ,Y,19-176,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,75,75,N,N, , ,M,P,10191975,34,5,10,190,BK,BR,M, ,L, , ,STREET, , ,ELDERTS LANE,ATLANTIC AVENUE, ,BROOKLYN, , ,75,D, , ,1021333,188209,CM,1,85
440920,2010,108,5094,9212010,1002,1,O,P,1,ROBBERY,5,V,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,108,108,N,N, , ,M,A,10041993,16,6,1,190,BK,BR,M, ,L, , ,STREET, , ,QUEENS BOULEVARD,38 STREET, ,QUEENS, , ,108,D, , ,1004465,210392,CM,1,85
237049,2010,26,1643,5142010,40,1,I,H,1,CT,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,806,806,N,N, , ,M,B,3141961,49,5,9,165,BK,BR,M, ,L, , ,4H FLR,95,OLD BROADWAY,WEST 133 STREET,WEST 131 STREET, ,MANHATTAN, , ,26,E, , ,996601,237379,CM,1,31
508368,2010,109,9075,10292010,2330,A,O,P,1,CPCS,5,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,109,109,Y,N,V,S,M,A,12311900,21,5,7,130,BK,BR,T, ,L, , ,STREET, , ,PARSONS BOULEVARD,SANFORD AVENUE, ,QUEENS, , ,109,F, , ,1033940,215805,CM,1,24
232008,2010,40,7126,5112010,1937,A,O,P,5,GLA,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,40,40,N,N, , ,M,Q,12311900,55,5,5,190,BR,BR,M, ,L, , ,ST, , ,BROOK AVENUE,EAST 142 STREET, ,BRONX, , ,40,C,13, ,1007060,234521,CM,1,46
444497,2010,88,5454,9232010,1300,A,O,P,1,CRIM MISCHIEF,3,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,88,88,Y,N,V,S,M,B,12311900,28,6,3,220,BK,BR,H, ,L, , ,STREET, , ,PARK AVENUE,NORTH ELLIOTT PLACE, ,BROOKLYN, , ,88,J, , ,990524,192937,CM,1,23
1009,2010,69,163,1012010,2110,1,O,P,5,CPM/CPW,5,V,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,69,69,N,N, ,S,M,B,11041987,22,5,6,170,BR,BR,M, ,L, , ,RESIDENTIAL, , ,AVENUE L,EAST 101 STREET, ,BROOKLYN, , ,69,D, , ,1014184,172724,CM,1,20
111578,2010,75,3232,3062010,2145,1,I,H,2,CRIM TRES,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,802,802,N,N, , ,F,B,12021987,22,5,8,145,BK,BR,T, ,L, , ,LOBBY,2545,LINDEN BOULEV,EUCLID AVENUE,FOUNTAIN AVENUE, ,BROOKLYN, , ,75,I, , ,1020209,182581,CM,1,31
72578,2010,122,732,2122010,330,1,O,P,1,BURG,5,V,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,122,122,N,N,V,S,M,W,8241980,19,5,9,230,BA,BR,H, ,L, , ,RESID, , ,HYLAN BOULEVARD,DONGAN HILL AVENUE, ,STATEN IS, , ,122,F, , , , ,CM,1,14
223948,2010,6,1217,5072010,1900,1,O,P,9,FEL,2,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,6,6,N,N, , ,M,B,12131988,22,5,7,150,BK,BK,T, ,L, , ,SIDEWALK, , ,BARROW STREET,WEST 4 STREET, ,MANHATTAN, , ,6,E, , ,983661,206270,CM,1, 28
163591,2010,88,2163,4092010,30,A,O,P,1,BURG,5,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,88,88,Y,N,V,S,M,W,6061945,64,5,8,175,XX,XX,M, ,L, , ,STREET, , ,WASHINGTON AVENUE,DE KALB AVENUE, ,BROOKLYN, , ,88,C, , ,993642,190545,CM,1,14
580413,2010,44,12254,12122010,1811,A,O,P,1,MISD,3,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,163,163,Y,Y, , ,M,P,7031990,20,5,11,155,BK,BR,T, ,L, , , , , ,MCCLELLAN STREET,MORRIS AVENUE, ,BRONX, , ,44,I, , ,1007770,242308,CM,1,20
415514,2010,40,12082,9032010,2205,1,O,P,2,MISD,8,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,173,173,N,N, , ,M,Z,8271992,18,5,6,165,BR,BR,M, ,L, , ,SIDEWALK,621,MELROSE AVENU,EAST 152 STREET,EAST 151 STREET, ,BRONX, , ,40,G,   5,   5,1007221,237227,CM,1,102
517423,2010,23,15923,11042010,1635,1,O,P,1,FELONY,10,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,23,23,Y,N, , ,M,B,12311900,17,5,10,150,BK,BR,T, ,L, , ,SIDEWALK, , ,2 AVENUE,EAST 112 STREET, ,MANHATTAN, , ,23,H, , ,1000966,228729,CM,1,20
512390,2010,83,7131,11012010,200,A,O,P,5,FELONY,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,83,83,N,N, , ,M,B,12311900,24,5,8,190,BR,BR,M, ,L, , ,PUBLIC STREET, , ,BUSHWICK AVENUE,HALSEY STREET, ,BROOKLYN, , ,83,B, , ,1008131,189610,CM,1,46
487951,2010,122,5502,10192010,850,1,O,P,2,GRAN LARC,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,122,122,N,N, , ,M,W,4061982,28,5,8,175,BR,BR,M, ,L, , ,COMM MALL,2655,RICHMOND AVEN,PLATINUM AVENUE,RICHMOND HILL ROAD, ,STATEN IS, , ,122,Q, , ,937312,151660,CM,1,45
503981,2010,9,4446,10272010,2150,1,O,H,3,FELONY,5,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,9,9,N,N, ,S,M,W,12311900,48,6,1,180,BR,BR,M, ,L, , ,PARKING LOT,635,EAST 12 STREE,AVENUE C,AVENUE B, ,MANHATTAN, , ,9,B,6, ,990330,204403,CM,1,85
349599,2010,28,3928,7202010,1938,A,I,P,1,CPW,3,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,28,28,Y,N, , ,M,B,12311900,18,6,0,180,BK,BR,T, ,L, , ,9TH FLOOR STAIR CASE,95,LENOX AVENUE,WEST 115 STREET,WEST 114 STREET, ,MANHATTAN, , ,28,B, ,   8,998009,231176,CM,1,20
176193,2010,79,5015,4152010,1907,A,O,P,3,MISD,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,79,79,N,N, , ,M,B,1031977,33,5,8,160,BK,BR,M, ,L, , ,STREET, , ,MARCY AVENUE,CLIFTON PLACE, ,BROOKLYN, , ,79,I,10, ,998660,190488,CM,1, 20
563347,2010,115,13507,12012010,2220,A,O,P,1,GLA,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,170,170,Y,N, , ,M,Q,12311900,30,5,7,150,BR,BR,M, ,L, , ,STREET, , ,NORTHERN BOULEVARD,102 STREET, ,QUEENS, , ,115,A, , ,1021216,215295,CM,1,46
389004,2010,43,7524,8172010,2135,1,O,H,1,FEL,5,P,Y,Y,Y,CPM,N, ,0,0,N, ,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,833,833,Y,N,V,S,M,B,9301988,21,5,11,200,BK,BR,M, ,L, , ,PARK,541,ROSEDALE AVEN,RANDALL AVENUE,LACOMBE AVENUE, ,BRONX, , ,43,A, , ,1021496,236393,CM,1,27
578526,2010,108,6517,12112010,115,1,O,P,1,GLA,5,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,108,108,N,N, , ,M,W,11241990,20,5,11,170,BK,BR,T, ,L, , ,STREET, , ,55 DRIVE,56 STREET, ,QUEENS, , ,108,I, , ,1007907,203964,CM,1,46
106464,2010,114,2084,3042010,1050,1,I,P,3,BURGLARY,10,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,114,114,N,N, , ,M,Q,2081975,35,5,9,200,BK,BR,M, ,L, , ,ROOFTOP,31-06,38 STREET,BROADWAY,31 AVENUE, ,QUEENS, , ,114,F, , ,1006915,216666,CM,1,14
